billing_account_id,project_id,project_name,service_description,sku_description,usage_start_time,usage_end_time,cost,currency,usage_amount,usage_unit,labels
000000-000000-000000,proj-anon,proj-anon,Secret Manager,Secret version replica storage,2026-03-01 00:00:00,2026-03-01 01:00:00,9.0E-6,EUR,417.0,seconds,
000000-000000-000000,proj-anon,proj-anon,Networking,Network Intelligence Center Topology and Google Cloud Performance Resource Hours,2026-03-01 00:00:00,2026-03-01 01:00:00,0.001838,EUR,2.0,requests,
000000-000000-000000,proj-anon,proj-anon,Cloud Run,Services Memory (Request-based billing),2026-03-01 00:00:00,2026-03-01 01:00:00,4.8E-5,EUR,2.4588687769600002E10,byte-seconds,env:qa;scope:REDACTED
000000-000000-000000,proj-anon,proj-anon,Cloud Logging,Log Storage cost,2026-03-01 00:00:00,2026-03-01 01:00:00,4.4E-5,EUR,113302.0,bytes,goog-resource-type:REDACTED
000000-000000-000000,proj-anon,proj-anon,Cloud Run,Services Memory (Instance-based billing) in europe-west1,2026-03-01 00:00:00,2026-03-01 01:00:00,0.05102,EUR,3.2772743130700785E13,byte-seconds,resource_type:REDACTED;service_type:REDACTED;team:backend
000000-000000-000000,proj-anon,proj-anon,Vertex AI,Vertex AI: Online/Batch Prediction N1 Predefined Instance Core running in EMEA for AI Platform,2026-03-01 00:00:00,2026-03-01 01:00:00,0.069105,EUR,7087.0,seconds,resource-type:vertexai-endpoint;team:ml
000000-000000-000000,proj-anon,proj-anon,Cloud Logging,Log Storage cost,2026-03-01 00:00:00,2026-03-01 01:00:00,1.0E-6,EUR,1909.0,bytes,goog-resource-type:REDACTED
000000-000000-000000,proj-anon,proj-anon,Cloud Logging,Log Storage cost,2026-03-01 00:00:00,2026-03-01 01:00:00,8.9E-4,EUR,2285960.0,bytes,goog-resource-type:REDACTED
000000-000000-000000,proj-anon,proj-anon,Artifact Registry,Artifact Registry Storage,2026-03-01 00:00:00,2026-03-01 01:00:00,0.134063,EUR,4.166533212795804E15,byte-seconds,
000000-000000-000000,proj-anon,proj-anon,Compute Engine,Storage Image,2026-03-01 00:00:00,2026-03-01 01:00:00,9.2E-5,EUR,5.692551572672E12,byte-seconds,cal-account:REDACTED;cal-activity:backup;cal-calid:REDACTED;cal-instanceid:REDACTED;cal-instancename:instance-anon;cal-last-tagged-at:REDACTED;cal-solinstid:REDACTED;cal-solution:REDACTED;cal-userid:REDACTED;cal-volumesnapshot:REDACTED;name:REDACTED
000000-000000-000000,proj-anon,proj-anon,Cloud Logging,Log Storage cost,2026-03-01 00:00:00,2026-03-01 01:00:00,2.06E-4,EUR,532589.0,bytes,goog-resource-type:REDACTED
000000-000000-000000,proj-anon,proj-anon,Cloud Composer,Cloud Composer 3 standard milli DCU-hours (europe-west1),2026-03-01 00:00:00,2026-03-01 01:00:00,0.004454,EUR,290700.0,seconds,goog-composer-cluster-name:REDACTED;goog-composer-image-version:cloud-composer-service-2026-02-09-rc3;goog-composer-location:europe-west1;goog-composer-namespace-name:REDACTED;goog-composer-pod-name:REDACTED;goog-terraform-provisioned:true;resource-type:composer;team:ml
000000-000000-000000,proj-anon,proj-anon,Cloud Logging,Log Storage cost,2026-03-01 00:00:00,2026-03-01 01:00:00,5.0E-6,EUR,12936.0,bytes,goog-resource-type:REDACTED
000000-000000-000000,proj-anon,proj-anon,Secret Manager,Secret version replica storage,2026-03-01 00:00:00,2026-03-01 01:00:00,3.0E-6,EUR,139.0,seconds,
000000-000000-000000,proj-anon,proj-anon,Cloud Logging,Log Storage cost,2026-03-01 00:00:00,2026-03-01 01:00:00,5.24E-4,EUR,1347575.0,bytes,goog-resource-type:REDACTED
000000-000000-000000,proj-anon,proj-anon,Cloud Logging,Log Storage cost,2026-03-01 00:00:00,2026-03-01 01:00:00,0.016469,EUR,4.2315948E7,bytes,goog-resource-type:REDACTED
000000-000000-000000,proj-anon,proj-anon,Cloud Run,Services Min Instance CPU (Request-based billing),2026-03-01 00:00:00,2026-03-01 01:00:00,0.014207,EUR,6799.815989,seconds,resource-name:REDACTED;resource-type:cloudrun-service;team:ml
000000-000000-000000,proj-anon,proj-anon,Networking,Networking Private Service Connect Partner Select End Point,2026-03-01 00:00:00,2026-03-01 01:00:00,0.008035,EUR,3461.0,seconds,
000000-000000-000000,proj-anon,proj-anon,Cloud Logging,Log Storage cost,2026-03-01 00:00:00,2026-03-01 01:00:00,4.6E-5,EUR,117872.0,bytes,goog-resource-type:REDACTED
000000-000000-000000,proj-anon,proj-anon,Cloud Run,Cloud Run Network Internet Data Transfer Out Europe to Europe,2026-03-01 00:00:00,2026-03-01 01:00:00,2.91E-4,EUR,3559663.0,bytes,
000000-000000-000000,proj-anon,proj-anon,Cloud Run Functions,Cloud Run functions Min-Instance Memory (Request-based billing) in europe-west1,2026-03-01 00:00:00,2026-03-01 01:00:00,0.057,EUR,2.9291859478416863E13,byte-seconds,goog-managed-by:REDACTED
000000-000000-000000,proj-anon,proj-anon,Compute Engine,Storage Image,2026-03-01 00:00:00,2026-03-01 01:00:00,7.0E-5,EUR,4.373852095616E12,byte-seconds,cal-account:REDACTED;cal-activity:backup;cal-calid:REDACTED;cal-instanceid:REDACTED;cal-instancename:instance-anon;cal-last-tagged-at:REDACTED;cal-solinstid:REDACTED;cal-solution:REDACTED;cal-userid:REDACTED;cal-volumesnapshot:REDACTED;name:REDACTED
000000-000000-000000,proj-anon,proj-anon,Cloud SQL,Cloud SQL for PostgreSQL: Zonal - Standard storage in EMEA,2026-03-01 00:00:00,2026-03-01 01:00:00,0.021143,EUR,3.8654705664E14,byte-seconds,
000000-000000-000000,proj-anon,proj-anon,Cloud SQL,Cloud SQL for PostgreSQL: Zonal - Low cost storage in Americas,2026-03-01 00:00:00,2026-03-01 01:00:00,0.001119,EUR,3.8654705664E13,byte-seconds,
000000-000000-000000,proj-anon,proj-anon,Cloud Logging,Log Storage cost,2026-03-01 00:00:00,2026-03-01 01:00:00,1.5E-5,EUR,39734.0,bytes,goog-resource-type:REDACTED
000000-000000-000000,proj-anon,proj-anon,Cloud Logging,Log Storage cost,2026-03-01 00:00:00,2026-03-01 01:00:00,4.0E-6,EUR,10163.0,bytes,goog-resource-type:REDACTED
000000-000000-000000,proj-anon,proj-anon,Cloud Logging,Log Storage cost,2026-03-01 00:00:00,2026-03-01 01:00:00,9.3E-5,EUR,240729.0,bytes,goog-resource-type:REDACTED
000000-000000-000000,proj-anon,proj-anon,Cloud Logging,Log Storage cost,2026-03-01 00:00:00,2026-03-01 01:00:00,3.0E-6,EUR,8094.0,bytes,goog-resource-type:REDACTED
000000-000000-000000,proj-anon,proj-anon,Cloud Logging,Log Storage cost,2026-03-01 00:00:00,2026-03-01 01:00:00,6.0E-5,EUR,153952.0,bytes,goog-resource-type:REDACTED
000000-000000-000000,proj-anon,proj-anon,Compute Engine,Network Internet Data Transfer Out from EMEA to South America,2026-03-01 00:00:00,2026-03-01 01:00:00,9.1E-5,EUR,618089.0,bytes,goog-gke-cluster-id-base32:REDACTED;goog-gke-node:REDACTED;goog-gke-node-pool-provisioning-model:REDACTED;goog-k8s-cluster-location:REDACTED;goog-k8s-cluster-name:REDACTED;goog-k8s-namespace:REDACTED;goog-k8s-node-pool-name:REDACTED;k8s-namespace:REDACTED
000000-000000-000000,proj-anon,proj-anon,Cloud Logging,Log Storage cost,2026-03-01 00:00:00,2026-03-01 01:00:00,3.15E-4,EUR,808907.0,bytes,goog-resource-type:REDACTED
000000-000000-000000,proj-anon,proj-anon,Workflows,Internal Steps,2026-03-01 00:00:00,2026-03-01 01:00:00,0.001488,EUR,178.0,requests,
000000-000000-000000,proj-anon,proj-anon,BigQuery,Analysis (europe-west1),2026-03-01 00:00:00,2026-03-01 01:00:00,0.002976,EUR,5.22190848E8,bytes,data_source_id:REDACTED;dts_config_id:REDACTED;dts_run_id:REDACTED
000000-000000-000000,proj-anon,proj-anon,Cloud Logging,Vended Logs Storage,2026-03-01 00:00:00,2026-03-01 01:00:00,2.25E-4,EUR,1159473.0,bytes,goog-resource-type:REDACTED
000000-000000-000000,proj-anon,proj-anon,Cloud Run Functions,Cloud Run functions Min-Instance Memory (Request-based billing) in europe-west1,2026-03-01 00:00:00,2026-03-01 01:00:00,0.014208,EUR,7.301444399875695E12,byte-seconds,goog-drz-cloudfunctions-id:REDACTED;goog-drz-cloudfunctions-location:REDACTED;goog-managed-by:REDACTED
000000-000000-000000,proj-anon,proj-anon,Cloud Logging,Log Storage cost,2026-03-01 00:00:00,2026-03-01 01:00:00,0.012026,EUR,3.0901244E7,bytes,goog-resource-type:REDACTED
000000-000000-000000,proj-anon,proj-anon,Artifact Registry,Artifact Registry Storage,2026-03-01 00:00:00,2026-03-01 01:00:00,0.00476,EUR,1.4792464487672E14,byte-seconds,resource-type:artifact-registry;team:ml
000000-000000-000000,proj-anon,proj-anon,Cloud Run,Services Min Instance Memory (Request-based billing),2026-03-01 00:00:00,2026-03-01 01:00:00,0.1373,EUR,7.055626755503742E13,byte-seconds,
000000-000000-000000,proj-anon,proj-anon,Compute Engine,Balanced PD Capacity,2026-03-01 00:00:00,2026-03-01 01:00:00,4.8E-4,EUR,1.49250113536E13,byte-seconds,
000000-000000-000000,proj-anon,proj-anon,Cloud Run,Requests,2026-03-01 00:00:00,2026-03-01 01:00:00,3.0E-6,EUR,9.0,requests,resource-name:REDACTED;resource-type:cloudrun-service;team:ml
000000-000000-000000,proj-anon,proj-anon,Cloud Composer,Cloud Composer Network Inter Zone Data Transfer Out,2026-03-01 00:00:00,2026-03-01 01:00:00,3.19E-4,EUR,4.0994906E7,bytes,goog-composer-environment:REDACTED;goog-composer-environment-uuid:REDACTED;goog-composer-location:europe-west1;goog-gke-cluster-id-base32:REDACTED;goog-gke-node:REDACTED;goog-gke-node-pool-provisioning-model:REDACTED;goog-k8s-cluster-location:REDACTED;goog-k8s-cluster-name:REDACTED;goog-k8s-namespace:REDACTED;goog-k8s-node-pool-name:REDACTED;k8s-namespace:REDACTED
000000-000000-000000,proj-anon,proj-anon,Cloud Monitoring,Time series billed count,2026-03-01 00:00:00,2026-03-01 01:00:00,4.8E-4,EUR,1148.0,requests,goog-method-name:REDACTED
000000-000000-000000,proj-anon,proj-anon,Cloud Monitoring,Metric Volume,2026-03-01 00:00:00,2026-03-01 01:00:00,5.72E-4,EUR,2784.0,bytes,goog-agent-metric-class:REDACTED;goog-metric-domain:REDACTED
000000-000000-000000,proj-anon,proj-anon,Cloud SQL,Cloud SQL: Backups in Netherlands,2026-03-01 00:00:00,2026-03-01 01:00:00,2.0E-6,EUR,7.0585155451E10,byte-seconds,bigalloc-enabled:false;cloud_sql_backup_id:REDACTED;cloud_sql_bill_to:REDACTED;dg_storage_retention_plan_id:REDACTED;env:qa;physical-block-size:4096;scope:REDACTED
000000-000000-000000,proj-anon,proj-anon,Compute Engine,SSD backed PD Capacity in Milan,2026-03-01 00:00:00,2026-03-01 01:00:00,3.03E-4,EUR,4.776003633152E12,byte-seconds,goog-gke-volume:REDACTED
000000-000000-000000,proj-anon,proj-anon,Cloud Logging,Log Storage cost,2026-03-01 00:00:00,2026-03-01 01:00:00,9.4E-5,EUR,242622.0,bytes,goog-resource-type:REDACTED
000000-000000-000000,proj-anon,proj-anon,Cloud SQL,Cloud SQL: Backups in Milan,2026-03-01 00:00:00,2026-03-01 01:00:00,1.0E-6,EUR,1.3936261664E10,byte-seconds,bigalloc-enabled:false;cloud_sql_backup_id:REDACTED;cloud_sql_bill_to:REDACTED;dg_storage_retention_plan_id:REDACTED;physical-block-size:4096
000000-000000-000000,proj-anon,proj-anon,Cloud Logging,Log Storage cost,2026-03-01 00:00:00,2026-03-01 01:00:00,1.0E-6,EUR,1123.0,bytes,goog-resource-type:REDACTED
000000-000000-000000,proj-anon,proj-anon,Cloud Logging,Log Storage cost,2026-03-01 00:00:00,2026-03-01 01:00:00,4.15E-4,EUR,1064805.0,bytes,goog-resource-type:REDACTED
000000-000000-000000,proj-anon,proj-anon,Compute Engine,Licensing Fee for Red Hat Enterprise Linux 8 on VM with up to 8 VCPU,2026-03-01 00:00:00,2026-03-01 01:00:00,0.023141,EUR,6922.0,seconds,goog-ops-agent-policy:REDACTED
000000-000000-000000,proj-anon,proj-anon,Cloud Logging,Log Storage cost,2026-03-01 00:00:00,2026-03-01 01:00:00,1.5E-5,EUR,37636.0,bytes,goog-resource-type:REDACTED
000000-000000-000000,proj-anon,proj-anon,Networking,Cloud Load Balancer Forwarding Rule Minimum for Milan (europe-west8),2026-03-01 00:00:00,2026-03-01 01:00:00,0.023503,EUR,3461.0,seconds,
000000-000000-000000,proj-anon,proj-anon,Cloud Composer,Cloud Composer Network Inter Zone Data Transfer Out,2026-03-01 00:00:00,2026-03-01 01:00:00,1.0E-6,EUR,130547.0,bytes,goog-composer-cluster-name:REDACTED;goog-composer-image-version:cloud-composer-service-2025-10-28-rc0;goog-composer-location:europe-west1;goog-composer-namespace-name:REDACTED;goog-composer-pod-name:REDACTED;goog-terraform-provisioned:true;resource-type:composer;team:ml
000000-000000-000000,proj-anon,proj-anon,Cloud Logging,Log Storage cost,2026-03-01 00:00:00,2026-03-01 01:00:00,0.001445,EUR,3713759.0,bytes,goog-resource-type:REDACTED
000000-000000-000000,proj-anon,proj-anon,Cloud Composer,Cloud Composer 3 standard milli DCU-hours (europe-west1),2026-03-01 00:00:00,2026-03-01 01:00:00,0.003959,EUR,258400.0,seconds,goog-composer-cluster-name:REDACTED;goog-composer-image-version:cloud-composer-service-2025-10-28-rc0;goog-composer-location:europe-west1;goog-composer-namespace-name:REDACTED;goog-composer-pod-name:REDACTED;goog-terraform-provisioned:true;resource-type:composer;team:ml
000000-000000-000000,proj-anon,proj-anon,Cloud Logging,Log Storage cost,2026-03-01 00:00:00,2026-03-01 01:00:00,2.63E-4,EUR,676687.0,bytes,goog-resource-type:REDACTED
000000-000000-000000,proj-anon,proj-anon,BigQuery,Long Term Logical Storage (europe-west1),2026-03-01 00:00:00,2026-03-01 01:00:00,1.8E-4,EUR,5.61399463936E13,byte-seconds,
000000-000000-000000,proj-anon,proj-anon,Cloud Memorystore for Redis,Redis Capacity Basic M1 Netherlands,2026-03-01 00:00:00,2026-03-01 01:00:00,0.001646,EUR,1.49250113536E11,byte-seconds,env:qa;goog-terraform-provisioned:true;scope:REDACTED
000000-000000-000000,proj-anon,proj-anon,Cloud Logging,Log Storage cost,2026-03-01 00:00:00,2026-03-01 01:00:00,2.3E-5,EUR,59880.0,bytes,goog-resource-type:REDACTED
000000-000000-000000,proj-anon,proj-anon,Cloud Logging,Vended Logs Storage,2026-03-01 00:00:00,2026-03-01 01:00:00,8.96E-4,EUR,4607714.0,bytes,goog-resource-type:REDACTED
000000-000000-000000,proj-anon,proj-anon,Cloud Logging,Log Storage cost,2026-03-01 00:00:00,2026-03-01 01:00:00,0.129499,EUR,3.32734815E8,bytes,goog-resource-type:REDACTED
000000-000000-000000,proj-anon,proj-anon,Cloud Logging,Log Storage cost,2026-03-01 00:00:00,2026-03-01 01:00:00,6.7E-5,EUR,172675.0,bytes,goog-resource-type:REDACTED
000000-000000-000000,proj-anon,proj-anon,Cloud Run,Requests,2026-03-01 00:00:00,2026-03-01 01:00:00,3.5E-5,EUR,100.0,requests,
000000-000000-000000,proj-anon,proj-anon,Cloud Monitoring,Metric Volume,2026-03-01 00:00:00,2026-03-01 01:00:00,3.91E-4,EUR,1904.0,bytes,goog-agent-metric-class:REDACTED;goog-metric-domain:REDACTED
000000-000000-000000,proj-anon,proj-anon,Artifact Registry,Artifact Registry Storage,2026-03-01 00:00:00,2026-03-01 01:00:00,3.0E-6,EUR,9.6311333638E10,byte-seconds,goog-managed-by:REDACTED
000000-000000-000000,proj-anon,proj-anon,Cloud Build,Build time e2-standard-2,2026-03-01 00:00:00,2026-03-01 01:00:00,0.006853,EUR,82.0,seconds,
000000-000000-000000,proj-anon,proj-anon,Cloud SQL,Storage PD Snapshot,2026-03-01 00:00:00,2026-03-01 01:00:00,9.1E-5,EUR,3.530371546706E12,byte-seconds,bigalloc-enabled:false;cloud_sql_backup_id:REDACTED;cloud_sql_bill_to:REDACTED;dg_storage_retention_plan_id:REDACTED;physical-block-size:4096
000000-000000-000000,proj-anon,proj-anon,Vertex AI,Vertex AI: Training/Pipelines on SSD backed PD Capacity,2026-03-01 00:00:00,2026-03-01 01:00:00,0.03261,EUR,5.184025526272E14,byte-seconds,vertex-ai-pipelines-run-billing-id:REDACTED;vertex_pipelines:REDACTED
000000-000000-000000,proj-anon,proj-anon,Cloud Logging,Log Storage cost,2026-03-01 00:00:00,2026-03-01 01:00:00,2.8E-5,EUR,72911.0,bytes,goog-resource-type:REDACTED
000000-000000-000000,proj-anon,proj-anon,Cloud Logging,Log Storage cost,2026-03-01 00:00:00,2026-03-01 01:00:00,1.0E-6,EUR,3831.0,bytes,goog-resource-type:REDACTED
000000-000000-000000,proj-anon,proj-anon,Compute Engine,Network Internet Data Transfer Out from EMEA to EMEA,2026-03-01 00:00:00,2026-03-01 01:00:00,4.7E-5,EUR,508541.0,bytes,goog-ec-src:REDACTED
000000-000000-000000,proj-anon,proj-anon,Cloud Memorystore for Redis,Redis Capacity Basic M1 Netherlands,2026-03-01 00:00:00,2026-03-01 01:00:00,0.04098,EUR,3.716220452864E12,byte-seconds,env:qa;goog-terraform-provisioned:true;scope:REDACTED
000000-000000-000000,proj-anon,proj-anon,Vertex AI,Vertex AI: Online/Batch Prediction N1 Predefined Instance Core running in Americas for AI Platform,2026-03-01 00:00:00,2026-03-01 01:00:00,0.009486,EUR,1135.0,seconds,
000000-000000-000000,proj-anon,proj-anon,Secret Manager,Secret access operations,2026-03-01 00:00:00,2026-03-01 01:00:00,1.98E-4,EUR,79.0,requests,goog-terraform-provisioned:true
000000-000000-000000,proj-anon,proj-anon,Cloud SQL,Storage PD Snapshot,2026-03-01 00:00:00,2026-03-01 01:00:00,2.0E-6,EUR,7.5295084544E10,byte-seconds,bigalloc-enabled:false;cloud_sql_backup_id:REDACTED;cloud_sql_bill_to:REDACTED;dg_storage_retention_plan_id:REDACTED;physical-block-size:4096
000000-000000-000000,proj-anon,proj-anon,Cloud Logging,Log Storage cost,2026-03-01 00:00:00,2026-03-01 01:00:00,2.08E-4,EUR,535211.0,bytes,goog-resource-type:REDACTED
000000-000000-000000,proj-anon,proj-anon,Vertex AI,Vertex AI: Online/Batch Prediction N1 Predefined Instance Core running in Americas for AI Platform,2026-03-01 00:00:00,2026-03-01 01:00:00,0.008416,EUR,1007.0,seconds,
000000-000000-000000,proj-anon,proj-anon,Cloud SQL,Storage PD Snapshot,2026-03-01 00:00:00,2026-03-01 01:00:00,8.0E-5,EUR,3.084609985536E12,byte-seconds,bigalloc-enabled:false;cloud_sql_backup_id:REDACTED;cloud_sql_bill_to:REDACTED;dg_storage_retention_plan_id:REDACTED;physical-block-size:4096
000000-000000-000000,proj-anon,proj-anon,Vertex AI,Vertex AI: Online/Batch Prediction N1 Predefined Instance Ram running in Americas for AI Platform,2026-03-01 00:00:00,2026-03-01 01:00:00,0.004942,EUR,4.571992998423E12,byte-seconds,
000000-000000-000000,proj-anon,proj-anon,Networking,Network Intelligence Center Internet to Google Cloud Performance Resource Hours,2026-03-01 00:00:00,2026-03-01 01:00:00,6.68E-4,EUR,1.0,requests,
000000-000000-000000,proj-anon,proj-anon,Cloud SQL,Storage PD Snapshot,2026-03-01 00:00:00,2026-03-01 01:00:00,7.5E-5,EUR,2.925526219118E12,byte-seconds,bigalloc-enabled:false;cloud_sql_backup_id:REDACTED;cloud_sql_bill_to:REDACTED;dg_storage_retention_plan_id:REDACTED;physical-block-size:4096
000000-000000-000000,proj-anon,proj-anon,Cloud Logging,Log Storage cost,2026-03-01 00:00:00,2026-03-01 01:00:00,1.0E-6,EUR,2905.0,bytes,goog-resource-type:REDACTED
000000-000000-000000,proj-anon,proj-anon,Networking,Network Intelligence Center Topology and Google Cloud Performance Resource Hours,2026-03-01 00:00:00,2026-03-01 01:00:00,0.004596,EUR,5.0,requests,
000000-000000-000000,proj-anon,proj-anon,Compute Engine,Storage Image,2026-03-01 00:00:00,2026-03-01 01:00:00,8.89E-4,EUR,5.52576393376E13,byte-seconds,cal-account:REDACTED;cal-activity:backup;cal-calid:REDACTED;cal-instanceid:REDACTED;cal-instancename:instance-anon;cal-last-tagged-at:REDACTED;cal-solinstid:REDACTED;cal-solution:REDACTED;cal-userid:REDACTED;cal-volumesnapshot:REDACTED;name:REDACTED
000000-000000-000000,proj-anon,proj-anon,Cloud Composer,Cloud Composer 3 standard milli DCU-hours (europe-west1),2026-03-01 00:00:00,2026-03-01 01:00:00,0.002351,EUR,153456.0,seconds,goog-composer-cluster-name:REDACTED;goog-composer-image-version:cloud-composer-service-2026-02-09-rc3;goog-composer-location:europe-west1;goog-composer-namespace-name:REDACTED;goog-composer-pod-name:REDACTED;goog-terraform-provisioned:true;resource-type:composer;team:ml
000000-000000-000000,proj-anon,proj-anon,Compute Engine,E2 Instance Core running in Milan,2026-03-01 00:00:00,2026-03-01 01:00:00,0.02033,EUR,3461.0,seconds,
000000-000000-000000,proj-anon,proj-anon,Cloud Composer,Cloud Composer Network Inter Zone Data Transfer Out,2026-03-01 00:00:00,2026-03-01 01:00:00,1.0E-6,EUR,179312.0,bytes,goog-composer-cluster-name:REDACTED;goog-composer-image-version:cloud-composer-service-2026-02-09-rc3;goog-composer-location:europe-west1;goog-composer-namespace-name:REDACTED;goog-composer-pod-name:REDACTED;goog-terraform-provisioned:true;resource-type:composer;team:ml
000000-000000-000000,proj-anon,proj-anon,Cloud Run,Jobs CPU in europe-west1,2026-03-01 00:00:00,2026-03-01 01:00:00,0.262388,EUR,17440.876813,seconds,
000000-000000-000000,proj-anon,proj-anon,Cloud Logging,Log Storage cost,2026-03-01 00:00:00,2026-03-01 01:00:00,9.9E-5,EUR,256209.0,bytes,goog-resource-type:REDACTED
000000-000000-000000,proj-anon,proj-anon,Compute Engine,SSD backed PD Capacity in Milan,2026-03-01 00:00:00,2026-03-01 01:00:00,0.015091,EUR,2.37838108983296E14,byte-seconds,goog-gke-volume:REDACTED
000000-000000-000000,proj-anon,proj-anon,Cloud Run,Jobs CPU in europe-west1,2026-03-01 00:00:00,2026-03-01 01:00:00,0.012637,EUR,840.0,seconds,resource-name:REDACTED;resource-type:cloudrun-job;team:ml
000000-000000-000000,proj-anon,proj-anon,Cloud Run,Services Min Instance CPU (Request-based billing),2026-03-01 00:00:00,2026-03-01 01:00:00,0.053948,EUR,25819.488924,seconds,
000000-000000-000000,proj-anon,proj-anon,Compute Engine,Network Internet Data Transfer Out from Belgium to Apac(Excluding Korea and Indonesia),2026-03-01 00:00:00,2026-03-01 01:00:00,1.0E-6,EUR,0.0,bytes,goog-gke-cluster-id-base32:REDACTED;goog-gke-node:REDACTED;goog-gke-node-pool-provisioning-model:REDACTED;goog-k8s-cluster-location:REDACTED;goog-k8s-cluster-name:REDACTED;goog-k8s-node-pool-name:REDACTED
000000-000000-000000,proj-anon,proj-anon,Cloud Composer,Cloud Composer 3 standard milli DCU-hours (europe-west1),2026-03-01 00:00:00,2026-03-01 01:00:00,0.069155,EUR,4513144.0,seconds,goog-composer-cluster-name:REDACTED;goog-composer-image-version:cloud-composer-service-2026-02-09-rc3;goog-composer-location:europe-west1;goog-composer-namespace-name:REDACTED;goog-composer-pod-name:REDACTED;goog-terraform-provisioned:true;resource-type:composer;team:ml
000000-000000-000000,proj-anon,proj-anon,Vertex AI,Vertex AI: Training/Pipelines on N1 Predefined Instance Ram running in EMEA,2026-03-01 00:00:00,2026-03-01 01:00:00,0.002818,EUR,2.43202523136E12,byte-seconds,
000000-000000-000000,proj-anon,proj-anon,Compute Engine,Storage Image,2026-03-01 00:00:00,2026-03-01 01:00:00,3.0E-6,EUR,1.74709246767E11,byte-seconds,cal-account:REDACTED;cal-activity:backup;cal-calid:REDACTED;cal-instanceid:REDACTED;cal-instancename:instance-anon;cal-last-tagged-at:REDACTED;cal-solinstid:REDACTED;cal-solution:REDACTED;cal-userid:REDACTED;cal-volumesnapshot:REDACTED;name:REDACTED
000000-000000-000000,proj-anon,proj-anon,Cloud Logging,Log Storage cost,2026-03-01 00:00:00,2026-03-01 01:00:00,3.0E-6,EUR,8709.0,bytes,goog-resource-type:REDACTED
000000-000000-000000,proj-anon,proj-anon,Cloud Composer,Cloud Composer 3 standard milli DCU-hours (europe-west1),2026-03-01 00:00:00,2026-03-01 01:00:00,0.00118,EUR,77006.0,seconds,goog-composer-cluster-name:REDACTED;goog-composer-image-version:cloud-composer-service-2025-10-28-rc0;goog-composer-location:europe-west1;goog-composer-namespace-name:REDACTED;goog-composer-pod-name:REDACTED;goog-terraform-provisioned:true;resource-type:composer;team:ml
000000-000000-000000,proj-anon,proj-anon,Networking,Network Intelligence Center Topology and Google Cloud Performance Resource Hours,2026-03-01 00:00:00,2026-03-01 01:00:00,0.004596,EUR,5.0,requests,
000000-000000-000000,proj-anon,proj-anon,Networking,Network Intelligence Center Network Analyzer Resource Hours,2026-03-01 00:00:00,2026-03-01 01:00:00,0.003677,EUR,4.0,requests,
000000-000000-000000,proj-anon,proj-anon,Cloud Logging,Log Storage cost,2026-03-01 00:00:00,2026-03-01 01:00:00,2.0E-6,EUR,4492.0,bytes,goog-resource-type:REDACTED
000000-000000-000000,proj-anon,proj-anon,Cloud Logging,Log Storage cost,2026-03-01 00:00:00,2026-03-01 01:00:00,3.0E-6,EUR,6981.0,bytes,goog-resource-type:REDACTED
000000-000000-000000,proj-anon,proj-anon,Compute Engine,E2 Instance Ram running in EMEA,2026-03-01 00:00:00,2026-03-01 01:00:00,8.3E-4,EUR,1.194000908288E12,byte-seconds,goog-ops-agent-policy:REDACTED
000000-000000-000000,proj-anon,proj-anon,BigQuery,Long Term Logical Storage (europe-west12),2026-03-01 00:00:00,2026-03-01 01:00:00,0.002819,EUR,5.47637906374656E14,byte-seconds,
000000-000000-000000,proj-anon,proj-anon,Compute Engine,Storage PD Capacity,2026-03-01 00:00:00,2026-03-01 01:00:00,0.009566,EUR,7.432440905728E14,byte-seconds,goog-caip-notebook-volume:REDACTED
000000-000000-000000,proj-anon,proj-anon,Cloud Composer,Cloud Composer 3 standard milli DCU-hours (europe-west1),2026-03-01 00:00:00,2026-03-01 01:00:00,0.003933,EUR,256700.0,seconds,goog-composer-cluster-name:REDACTED;goog-composer-image-version:cloud-composer-service-2026-02-09-rc3;goog-composer-location:europe-west1;goog-composer-namespace-name:REDACTED;goog-composer-pod-name:REDACTED;goog-terraform-provisioned:true;resource-type:composer;team:ml
000000-000000-000000,proj-anon,proj-anon,Cloud Logging,Vended Logs Storage,2026-03-01 00:00:00,2026-03-01 01:00:00,7.23E-4,EUR,3717822.0,bytes,goog-resource-type:REDACTED
000000-000000-000000,proj-anon,proj-anon,Cloud Document AI API,Number of hours a processor version has been deployed.,2026-03-01 00:00:00,2026-03-01 01:00:00,0.120529,EUR,10383.0,seconds,
000000-000000-000000,proj-anon,proj-anon,Cloud Logging,Log Storage cost,2026-03-01 00:00:00,2026-03-01 01:00:00,3.0E-6,EUR,9395.0,bytes,goog-resource-type:REDACTED
000000-000000-000000,proj-anon,proj-anon,Cloud Logging,Log Storage cost,2026-03-01 00:00:00,2026-03-01 01:00:00,1.21E-4,EUR,310713.0,bytes,goog-resource-type:REDACTED
000000-000000-000000,proj-anon,proj-anon,Compute Engine,Licensing Fee for Red Hat Enterprise Linux 8 on VM with up to 8 VCPU,2026-03-01 00:00:00,2026-03-01 01:00:00,0.001858,EUR,556.0,seconds,goog-ops-agent-policy:REDACTED
000000-000000-000000,proj-anon,proj-anon,Notebooks,Managed Notebooks Disk for GCE usage - Standard Persistent Disk in us-central1,2026-03-01 00:00:00,2026-03-01 01:00:00,0.004782,EUR,3.716220452864E14,byte-seconds,
